id,happiness
8001,3.8821497862975347
8002,3.005661138134868
8003,3.33611703805092
8004,4.310453093896504
8005,3.554597712153098
8006,4.175362564781275
8007,3.92563038601534
8008,4.468543460141509
8009,3.9831317573909257
8010,3.064856342604549
8011,3.1517248275722483
8012,3.7421472122239856
8013,3.981707214203976
8014,3.6894552016692357
8015,3.7327832650992403
8016,4.390179751112635
8017,3.712060603538952
8018,4.475268893623594
8019,3.89171294456966
8020,4.169153016291194
8021,4.081740875410589
8022,3.810367377855203
8023,3.92750552249039
8024,3.718582632475132
8025,3.3505989406415537
8026,4.052629071999285
8027,4.122422874969673
8028,3.970429829077227
8029,4.164643355979491
8030,4.260297767410324
8031,3.965498926169895
8032,4.046964550861824
8033,4.052283967067056
8034,3.57240435765464
8035,3.6394740796381804
8036,4.581318937352507
8037,4.034381014843235
8038,4.1260860413542915
8039,3.577000572848272
8040,4.210164344574545
8041,4.2672864389112215
8042,3.8771932680338743
8043,3.9747033457266814
8044,3.7917082014252137
8045,4.318508862191661
8046,3.8988130937932035
8047,4.207509523692739
8048,4.01459896778963
8049,3.970365167274247
8050,4.342551096200655
8051,3.738244938499085
8052,4.355181405942143
8053,3.135309507038164
8054,3.942123368783705
8055,4.37793098199472
8056,2.8385294669978673
8057,3.948972143646622
8058,3.4738865449686798
8059,3.148522096846402
8060,4.104021281374575
8061,3.0753180563344404
8062,3.4894754786241298
8063,4.047202130567698
8064,4.074731929863764
8065,4.0634073459830065
8066,4.199430005130912
8067,4.219165539442471
8068,4.054155271694281
8069,3.4659075204722334
8070,4.0295341082798535
8071,3.942678024222485
8072,4.391361828721529
8073,3.7051216319302696
8074,3.9682992020252783
8075,3.5222885370819887
8076,3.7102353249032807
8077,3.48356697791272
8078,3.7182665105002326
8079,4.726333452392416
8080,3.9865785200541777
8081,3.895470993724597
8082,3.9373324368830103
8083,4.405469658732344
8084,4.327889005398961
8085,4.5700718300140135
8086,4.081638699403309
8087,4.059970836218032
8088,4.257334457882695
8089,3.636747728092796
8090,3.7643571997050085
8091,4.201263454581738
8092,3.9639164344972704
8093,4.091076076105555
8094,4.278938685579166
8095,4.626343185189971
8096,3.3486152359722268
8097,4.313769932122974
8098,3.975799099069982
8099,3.5134455850832578
8100,4.085086667665762
8101,4.192140374231395
8102,4.106459116540178
8103,3.4444569462974792
8104,4.497619074195399
8105,4.027990953656324
8106,4.253472969323876
8107,4.34460817386753
8108,4.068465601096471
8109,3.6817814953047354
8110,3.635980300629437
8111,4.382442162938346
8112,3.6035770785611403
8113,3.991727739666102
8114,4.425945344042541
8115,4.032910651647883
8116,3.906698978859828
8117,3.7170727913594868
8118,3.5749857489266175
8119,3.852349128550815
8120,4.503067647277059
8121,3.147914689896964
8122,4.154271438280808
8123,3.556887465320873
8124,3.813679596928217
8125,4.167779474209338
8126,4.537548880759546
8127,2.1948836638653155
8128,3.9169372679963943
8129,3.7130078867418064
8130,3.9012025608620657
8131,3.8089823868290784
8132,4.21627732802176
8133,4.16773519348431
8134,4.286006238961897
8135,4.153929735414677
8136,4.382824575309216
8137,4.058546838156606
8138,3.5945018271453697
8139,3.919179939190264
8140,2.983011140259489
8141,4.064036430430943
8142,3.74473487375259
8143,4.400241968125645
8144,3.6570287478614465
8145,4.066775027870493
8146,2.2810786805698897
8147,4.14275921284137
8148,2.6431035047485194
8149,3.593097141508626
8150,3.676871280861754
8151,2.6804794301702746
8152,4.079546026745115
8153,3.4835442044227345
8154,3.9093585860810176
8155,3.888162427714013
8156,3.988997502436024
8157,3.441587267471073
8158,3.3037776882137226
8159,4.042256317165142
8160,4.033975553065394
8161,3.4086525146527666
8162,3.874916158044596
8163,3.9532953292087036
8164,4.016958777802243
8165,4.066625296063711
8166,4.4864896717621665
8167,3.8388358996675445
8168,3.0767752811799918
8169,3.219224656223731
8170,3.9015759226431084
8171,4.027718536456567
8172,3.921829716289529
8173,3.8678825758436757
8174,3.7505953029301744
8175,3.7685653657081715
8176,4.304657293386315
8177,2.4865748516656776
8178,4.441689355409701
8179,4.259668694879298
8180,3.3762569572706296
8181,3.835852045138065
8182,3.9362413633516655
8183,3.66347656336277
8184,3.766650284655808
8185,3.3227071875440184
8186,3.3896801476316476
8187,4.01115239722918
8188,3.785318580776477
8189,4.007590030567889
8190,4.110638060521903
8191,3.8384702481672837
8192,3.997737535211353
8193,3.775615969265167
8194,4.082797888204472
8195,4.460776174906573
8196,3.2467035832925903
8197,3.737992703026042
8198,4.08719481797066
8199,4.105267850997739
8200,4.869621209755653
8201,3.3329986178422266
8202,4.153532349745621
8203,3.8732892565107995
8204,4.0449412992376
8205,4.029253955577599
8206,3.8544705246235593
8207,3.867215463289979
8208,3.9353675999804856
8209,3.7673433345290217
8210,3.693023872184001
8211,3.5926190121670687
8212,4.150301895206012
8213,4.353394974093987
8214,4.1754372641513084
8215,3.6369821791857437
8216,3.876728975753098
8217,3.481518866050864
8218,3.74506661394083
8219,3.7636521548588355
8220,4.033007185440146
8221,4.597358240644299
8222,3.8236108827890702
8223,3.064446197791356
8224,3.890013351589634
8225,4.093826105304319
8226,3.9214143865638347
8227,4.400616241193124
8228,3.3841985888594075
8229,4.0827783006661065
8230,3.219288525244818
8231,3.884155881454711
8232,3.907776758114537
8233,3.9548924383953237
8234,3.966336818814236
8235,3.7207567928448833
8236,3.3474098208191947
8237,3.5353966001469774
8238,3.836377700328712
8239,3.283537612036339
8240,3.4393818102937086
8241,3.5642188203843213
8242,3.819450586989921
8243,4.469110979612826
8244,4.07528617266287
8245,3.7038740972651256
8246,4.030717628906979
8247,3.91404430054636
8248,4.043144192477165
8249,4.443637423303251
8250,3.7643088921074317
8251,4.305188400140649
8252,4.43300269646557
8253,3.826373114614362
8254,3.781317455192075
8255,3.566992289789623
8256,3.53763200816147
8257,3.9191652107774146
8258,2.8134091386552194
8259,4.301923855608652
8260,3.901003522194027
8261,4.360396404969951
8262,4.122143080207687
8263,4.141796385253728
8264,3.9919671853404086
8265,4.186549036124615
8266,3.246892940197769
8267,3.734870628177215
8268,3.908124788694492
8269,3.501900336344826
8270,3.726503331294165
8271,3.139677607099212
8272,4.0722752755143246
8273,3.67118231753323
8274,3.527843866240937
8275,4.228223352502987
8276,4.114791417847027
8277,3.9173861326684944
8278,3.8359930239869198
8279,4.271260148591627
8280,4.274859239246381
8281,4.221092221440079
8282,4.094623226434198
8283,3.9511766205757497
8284,4.1764385519603735
8285,3.8632340016943494
8286,2.064600638864139
8287,4.43857245494851
8288,3.869243299203516
8289,4.052498349859817
8290,4.061058327079916
8291,4.139999891140996
8292,4.129337390913242
8293,3.6106893145567667
8294,4.470495870705179
8295,3.5339208616370996
8296,4.175453366466064
8297,3.6170453568419054
8298,4.608909664635217
8299,2.8609959449050124
8300,3.2536903237045345
8301,4.001976642602684
8302,4.362992848495724
8303,3.9339134628404917
8304,4.0331851777189485
8305,3.9942570104274115
8306,4.681421520360885
8307,4.248092455557827
8308,4.4320732400727785
8309,3.650548387977312
8310,3.6965793498713326
8311,4.190012111161721
8312,4.693220855934881
8313,4.225069177074024
8314,3.0515118891312856
8315,4.1475709140316575
8316,4.008035478997091
8317,3.89677635226122
8318,4.292058205502767
8319,3.364747000023543
8320,3.943268667334583
8321,4.329944454255177
8322,4.330879594843462
8323,3.6654339482648735
8324,3.635168381329583
8325,4.1562082022994895
8326,4.286919429456981
8327,3.804716094060645
8328,4.112261055545065
8329,3.1280996717079916
8330,4.2320691586322186
8331,4.342716621295039
8332,4.04058656535984
8333,3.2534707189373
8334,4.097391604647125
8335,3.5882760118415904
8336,4.017773907119339
8337,3.603532303762135
8338,4.138367307549937
8339,3.904679283096694
8340,3.470895496980798
8341,4.00070651155006
8342,3.983717594746797
8343,3.1459285405059694
8344,4.147944544138053
8345,3.870258337383893
8346,3.379341272206304
8347,3.1691337898931415
8348,3.9468209128468135
8349,4.0503336103033005
8350,3.578124660289155
8351,4.033837023183325
8352,3.4908707904141525
8353,3.2587530505270905
8354,4.093967547553167
8355,3.546483195311814
8356,4.18735964352655
8357,3.7808662486441214
8358,3.8254271140689866
8359,3.6830374880682295
8360,4.024522149529975
8361,3.934183567943377
8362,3.9910347753804385
8363,3.5971341177129825
8364,3.189374012640607
8365,3.7371254931960727
8366,3.8019234124683683
8367,4.107180597741223
8368,4.254649392757525
8369,3.5691018118916378
8370,3.323559802450277
8371,4.105303473648537
8372,3.8617892590595724
8373,2.4393533997449266
8374,3.3785115959911747
8375,4.373507454593711
8376,4.677559927410427
8377,4.004955308675424
8378,3.9911604923082495
8379,4.272211690779576
8380,3.511757591513708
8381,4.341484193815584
8382,4.171739825870369
8383,4.364464301491437
8384,3.4596827389427736
8385,3.8453916371658905
8386,4.123079440888486
8387,4.125358904262475
8388,4.073932716072402
8389,3.330694802670298
8390,4.156254140697882
8391,3.677445115849309
8392,3.6313662415928376
8393,4.091118232610575
8394,4.19560152977393
8395,4.148611022999983
8396,3.7791055287102813
8397,3.949528971394392
8398,3.416176255378732
8399,4.210401117675233
8400,4.006205849651858
8401,4.817077489145242
8402,3.713643497186198
8403,4.49776728673583
8404,3.9371817155324784
8405,4.51294652376533
8406,4.173355040368673
8407,3.9028608068763964
8408,4.705546877617022
8409,4.206484071318591
8410,3.8291854732844124
8411,4.045837231751245
